id_eess,codigo_renaes,categoria,nombre,diresa,red,direccion,longitud,latitud,id_ubigeo;
8621,8917,I-3,ALIADA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. JOSE GALVEZ BARRENECHEA 1044 - URB CORPAC DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.01091963,-12.10621099,1311;
8638,8934,I-3,DENTAL HOUSE CLINICAS ODONTOLOGICAS,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JR UCAYALI 164 URB PANDO SAN MIGUEL DISTRITO SAN MIGUEL PROVINCIA LIMA DEPARTAMENTO LIMA,-77.08289748,-12.07546397,1316;
8647,8943,I-3,SUIZA LAB,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV ANGAMOS OESTE N° 300 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0314966,-12.1135251,1302;
8660,8956,III-2,CLINICA DEL INCA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA 28 DE JULIO  1331 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0193066,-12.1304553,1302;
8715,9012,I-3,POLICLINICO ONKOS,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. BRASIL Nº 3621-3615 DISTRITO MAGDALENA DEL MAR PROVINCIA LIMA DEPARTAMENTO LIMA,-77.067926,-12.092528,1300;
8722,9019,I-2,INSTITUCION PARA EL DESARROLLO PSICOPEDAGOGICO DEL NIÑO Y EL ADOLESCENTE LA LUZ D,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA PRINCIPAL MANZANA P LOTE 12 URBANIZACION EL REDUCTO DISTRITO SURQUILLO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.00690947,-12.1143258,1321;
8791,9089,II-E,ONCOGYN CLINICA INTEGRAL,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. SAN FELIPE 1015 - 1017 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0435289,-12.0750295,1293;
"8792,9090,II-1,""CLINICA """" LIMATAMBO"""""",LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. PROCERES DE LA INDEPENDENCIA 2701 - Y GANIMIDES 106 - 110 DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0102346,-11.9863694,1312";
8793,9091,I-2,JORGE CENTENO HUAMAN & SERVICIOS MEDICOS E.I.R.L,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. JAVIER PRADO ESTE 1066 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0182866,-12.0907032,1311;
8806,9104,II-2,CLINICA SAN MIGUEL ARCANGEL S.A.C.,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JR. LAS GARDENIAS 754-760 URB. - LOS JASMINES JR. LAS GARDENIAS 754-760 URB. - LOS JASMINES SAN JUAN DE LURIGANCHO LIMA LIMA,-77.0038898,-11.970424,1312;
8816,9114,SD,CENTRO DE DIALISIS RENEXA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV.  JAVIER PRADO ESTE  Nº 2798 DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9959872,-12.0810665,1310;
8818,9116,III-1,CLINICA SAN FELIPE S.A.,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. GREGORIO ESCOBEDO N° 650 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0540661,-12.0860498,1293;
8825,9123,II-2,CLINICA ANGLOAMERICANA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE CALLE ALFREDO SALAZAR Nº 350 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0385183,-12.1085033,1311;
8847,9145,II-1,CLINICA MONTE SINAI,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JR. GARCILASO DE LA VEGA 1799 DISTRITO LINCE PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0406199,-12.0844829,1296;
8850,9148,I-3,POLICLINICO SANTA CRUZ,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. MARISCAL LA MAR 1390 URB. SANTA CRUZ NÚMERO 1390 URBANIZACIÓN SANTA CRUZ DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0498521,-12.109051,1302;
8870,9168,I-1,CONSULTORIO DENTAL INGUNZA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. HEROES DE CENEPA MZ. B LT. 37 URB. MARISCAL CACERES DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,-76.98120452,-11.96233108,1312;
8902,9200,SD,PRONEFROS SAC,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE CALLE RIZO PATRON (PEREZ ARANIBAR) Nº 196 - URB BARRIO MEDICO DISTRITO SURQUILLO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.01119075,-12.11481684,1321;
8953,9251,III-2,HOSPITAL NACIONAL GUILLERMO ALMENARA IRIGOYEN,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. GRAU Nº 800 DISTRITO LA VICTORIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.022538,-12.0582734,1295;
9006,9304,I-2,POSTA MÉDICA CONSTRUCCIÓN CIVIL,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,PROLONGACIÓN PROLONGACIÓN CANGALLO N° 670 DISTRITO LA VICTORIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0241856,-12.0550758,1295;
9042,9340,I-2,JEFFERSON II MEDIC CENTER,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,OTROS MZ. N LOTE 02 AH JESUS OROPEZA CHONTA DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.00314966,-11.96698349,1312;
9057,9355,I-3,NATCLAR,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE CALLE JUVENAL DENEGRI Nº 202 - 204 URB. SANTA CATALINA DISTRITO LA VICTORIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0113653,-12.0839961,1295;
9129,9427,I-2,NEOMEDIC S.A.,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. J GALVEZ BARRENECHEA Nº 387 CORPAC DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.01299942,-12.09459879,1311;
9133,9431,II-E,CLÍNICA SANTA CATALINA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE CALLE JOSE BAZZOCHI Nº 339 NÚMERO 339 URBANIZACIÓN SANTA CATALINA DISTRITO LA VICTORIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0232908,-12.0825797,1295;
9185,9483,II-E,OCULASER SAC,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. ARENALES 1181LIMA CERCADO DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.03672853,-12.0765058,1281;
9552,9850,II-2,CLÍNICA VESALIO,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE JOSEPH THOMPSON N?ERO 140 MANZANA D LOTE 09 URBANIZACI? URB. SANTO TOMAS DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0072239,-12.10637845,1310;
9581,9879,SD,CENTRO DE DIALISIS SANTA ANA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. ALFREDO BENAVIDES 3022 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.00306093,-12.12876521,1302;
9588,9886,III-1,CLINICA SAN BORJA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. GUARDIA CIVIL N° 337 AV. GUARDIA CIVIL N° 337 SAN BORJA LIMA LIMA,-77.0086722,-12.0917981,1310;
9590,9888,II-1,CLINICA UNIPLAST S.A.C.,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AV. GUARDIA CIVIL 618 CORPAC,-77.01097669,-12.09546819,1311;
"9635,9933,I-3,MACULA D&T,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,""CALLE CALLE CARLOS FERREYROS Nº 120, ESQUINA CON AV GUARDIA CIVIL Nº 186 (OF 301-303-401-402) - URB CORPAC DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.00787372,-12.08970746,1311";
9695,9993,I-2,RICARDO JORGE  ABUGATTAS  JASAUI   (  INSTITUTO  ),LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JR. WASHINGTON NO 1491 - 3ER NIVEL - D DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0390249,-12.05956284,1281;
9753,10051,SD,CENTRO NEFROLOGICO TINGO MARIA S.A.C.,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JR RICARDO ALVARADO 1301 - URB CHACRA RIOS SUR DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0615051,-12.0608958,1281;
9786,10084,SD,RENAL SERVICE SAC,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA GUARDIA CIVIL N° 337-333 DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0087407,-12.092011,1310;
9794,10092,I-3,MILENIUM SALUD,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. PETIT THOUARS 4136 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0305329,-12.103714,1302;
9828,10126,I-1,DENTAL CLASS,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JR. PIETRO TORRIGIANO 270 DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.012469,-12.0985996,1310;
9913,10214,SD,RESOMASA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. EMILIO CAVENECIA Nº 265 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0388586,-12.1085713,1311;
9914,10215,I-3,CENTRO ODONTOLOGICO AMERICANO - AURORA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. ROOSEVELT (EX REPUBLICA DE PANAMA) Nº 5806 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0183749,-12.121625,1302;
9992,10293,SD,INSTITUTO  DE  CARDIOLOGIA  DE  LIMA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JR. WSHINGTON  NO 1491  - LIMA DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.03900612,-12.05957334,1281;
10004,10305,SD,CENTRO DE MEDICINA HIPERBÁRICA S.A.,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA GUZMÁN BLANCO 199 - CERCADO DE LIMA DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.04193509,-12.04675173,1281;
"10044,10345,I-1,DENS SALUD,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,""AVENIDA AVENIDA AVIACION 3802, 2DO PISO/ URBANIZACION LACALERA DE LA MERCED/ SURQUILLO DISTRITO SURQUILLO PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.0000729,-12.1134997,1321";
"10051,10352,I-1,CERDENT SAN MIGUEL,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,""JIRÓN JR CHACHANI 145, 1ER PISO, CONSULTORIO 3, URB MARANGA DISTRITO SAN MIGUEL PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.0986383,-12.0687169,1316";
10236,10538,I-1,DISERDENT,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA GENERAL GARZON 633 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.04486407,-12.06640358,1293;
10355,10657,I-3,DIAGNOLAB EIRL,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV JOSE GALVEZ BARRENECHEA 153 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.013703,-12.0910579,1311;
10435,10737,I-3,FEBAN,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE ALFA AGUILA 100-102 106-108-112-114 CALLE ALFA AGUILA 108-112 SURQUILLO LIMA LIMA,-77.0036747,-12.1182244,1321;
"10437,10739,II-E,CLINICA OFTALMOLOGICA WONG,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,""AVENIDA AV. GUARDIA CIVIL 554, CORPAC, SAN ISIDRO DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.01048617,-12.09461465,1311";
10449,10751,III-1,HOSPITAL CENTRAL DE LA FUERZA AEREA DEL PERU,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. ARAMBURU 2DA. CUADRA S/N NÚMERO S/N DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.029825,-12.10342333,1302;
10504,10806,SD,DAVITA S.A.,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. FRANCISCO MARIATEGUI 1166 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.046548,-12.0770933,1293;
10509,10811,I-1,CONSULTORIOS DENTALES MOLINA S.A,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE CALLE LUIS ALDANA Nº 291 URBANIZACIÓN CORPAC DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0132643,-12.0986711,1311;
10525,10827,II-2,HOGAR DE LA MADRE CLINICA-HOSPITAL,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,OTROS GERVASIO SANTILLANA Nº 260 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0295839,-12.1044188,1302;
10592,10894,I-3,OPTIMA SALUD S.A.C.,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. ALBERTO ALEXANDER N° 2480 LINCE DISTRITO LINCE PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0470551,-12.0876097,1296;
10651,10953,I-1,ODONTOMEDIC,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA ROOSEVELT 6120 ( EX- REPUBLICA DE PANAMA)  SAN ANTONIO DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0183255,-12.1248201,1302;
10660,10962,SD,CENTRO NEFROLOGICO LOS CIPRESES S.A.C.,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA CONTRALMIRANTE AURELIO GARCÍA Y GARCÍA 1533 URB. LOS CIPRESES - CERCADO DE LIMA AV. AURELIO GARCÍA Y GARCÍA 1537 URB. LOS CIPRESES -CERCADO DE LIMA LIMA LIMA LIMA,-77.0752701,-12.0557538,1281;
10671,10973,I-3,POLICLINICO CORAZON DE JESUS,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JIRON LORETO 482 DISTRITO BREÑA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.04922534,-12.05486498,1285;
10785,11087,II-1,CLINICA LA LUZ S.A.C.,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. AREQUIPA 1148 - URB. SANTA BEATRIZ DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.03589847,-12.07624451,1281;
10864,11167,II-E,OFTALMOMEDIC,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV AREQUIPA 1180  SANTA BEATRIZ DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0357292,-12.0764991,1281;
11054,11358,II-E,CONFÍA INSTITUTO OFTALMOLÓGICO,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. JOSE GALVEZ BARRENECHEA Nº 356  URB. CORPAC DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.013359,-12.0950449,1311;
11068,11372,II-E,FUTURO VISION,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. SAN BORJA SUR Nº 536 DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0036037,-12.1014141,1310;
11168,11473,SD,CENTRO MEDICO DE AYUDA DIAGNOSTICA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. ARENALES 483 DPTO. 203 DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0377829,-12.0693989,1281;
11261,11568,I-1,DENTOMAS,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA JOSE LEGUIA Y MELENDEZ NÚMERO 1640 PISO 1 DISTRITO PUEBLO LIBRE PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0675976,-12.0755322,1301;
11494,11802,I-2,CENTRO MEDICO  ONCOLOGICO,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. ANGAMOS ESTE S/N MZ. F-7 LT. Nº47-URB. PAPA JUAN XXIII NÚMERO S/N DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9966933,-12.1112453,1310;
11822,12131,I-3,CENTRO DETECTOR DEL CANCER,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE CALLE ALFA MZA. F LOTE 76 URB. JUAN XXIII DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9991898,-12.1109484,1310;
11897,12206,II-E,DETECTA CLINICA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA ANGAMOS ESTE N° 2688 DISTRITO SURQUILLO PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9978903,-12.11171,1321;
"12055,12366,SD,MISION MEDICA SAC,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,""AVENIDA AV, JAVIER PRADO ESTE 3542 DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA"",-76.9879261,-12.0862486,1310";
"12066,12377,I-3,ODALAB SRL,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,""AVENIDA AVENIDA TOMAS MARSANO 2643, URBANIZACIÓN EL PEDREGAL DISTRITO SURQUILLO PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.0030483,-12.1256712,1321";
12424,12740,I-3,POLICLINICO POLICIAL MININTER,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV CANAVAL Y MOREYRA (AV CORPAC) S/N - INTERIOR DE MINISTERIO DEL INTERIOR NÚMERO S/N DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.01516128,-12.09755453,1311;
12556,12875,I-3,MEDICAL,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. GENERAL ALVARES DE ARENALES Nº 630 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0377884,-12.07081403,1293;
12717,13036,I-3,SERVICIOS MÉDICOS UNMSM,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV GERMAN AMEZAGA Nº 375 - CIUDAD UNIVERSITARIA DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.042754,-12.0463731,1281;
"12894,13215,I-3,CENTRO CLINICO ZARATE,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,""CALLE CALLE SANTA MONICA 624-628, URB. ASCARRUNZ CALLE SANTA MONICA 624-628, URB. ASCARRUNZ SAN JUAN DE LURIGANCHO LIMA LIMA"",-77.004605,-12.023497,1312";
12924,13245,I-1,CENTRO ODONTOLOGICO AMERICANO - JESÚS MARÍA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JR. HUIRACOCHA Nº 1486 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0487069,-12.077104,1293;
12925,13246,SD,CELAR EIRL,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE CALLE GHIBERTI 171-177 URB LA CALERA DE LA MERCED DISTRITO SURQUILLO PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9984972,-12.1158733,1321;
13020,13345,I-2,ASOCIACION DE OFICIALES GENERALES Y ALMIRANTES - ADOGEN PERU,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV ANDRES SANTA CRUZ 865 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0377879,-12.1115839,1302;
13188,13516,I-3,BIOMEDICAL TECHNOLOGIES SOCIEDAD ANONIMA CERRADA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JIRON HUASCAR 1244 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0470249,-12.0743868,1293;
13263,13591,III-1,HOSPITAL NACIONAL POLICIA NACIONAL DEL PERU GRAL PNP LUIS N. SAENZ.,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA BRASIL CUADRA 26 S/N S/N AVENIDA BRASIL CUADRA 26 S/N MIRAFLORES LIMA LIMA,-77.0611078,-12.0839746,1293;
13292,13620,SD,SERVIBENDESA S.A.C,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. PERSHING 470 URB. SAN FELIPE AV. PERSHING 470 URB. SAN FELIPE MAGDALENA DEL MAR LIMA LIMA,-77.0597621,-12.0889793,1300;
13624,13952,II-E,HOSPITAL DE LA MUJER.,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV MARISCAL ANDRES AVELINO CACERES 559-563 DISTRITO SURQUILLO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.01983841,-12.11935196,1321;
13715,14045,I-3,CENTRO MEDICO DEL TRABAJADOR Y DEL DEPORTISTA  VIRGEN DE LA PUERTA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JR. RECUAY 172; 1ER Y 2DO PISO DISTRITO BREÑA PROVINCIA LIMA DEPARTAMENTO LIMA,,,1285
14286,14720,I-3,INSAD,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. AVIACION 2058 - 2DO PISO DISTRITO LA VICTORIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0162899,-12.0734497,1295;
14336,14771,I-2,SERVICIOS INTEGRALES DE SALUD SANTO DOMINGO EIRL,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV AREQUIPA 1295 2DO PISO - URB SANTA BEATRIZ DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.03524835,-12.07760465,1281;
14633,15077,II-E,LIGA CONTRA EL CÁNCER,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA BRASIL 2746 DISTRITO PUEBLO LIBRE PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0621073,-12.0848305,1301;
14634,15078,II-E,NOVO Q,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. DE LAS ARTES SUR NÚMERO 193 DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.00561798,-12.0963822,1310;
14737,15182,II-E,OPTIMA VISION S.R.L.,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AV. ANGAMOS OESTE 884,-77.03773143,-12.11392925,1302;
14903,15349,II-E,MEDICAL PLASTIC,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV BRASIL 3281 DISTRITO MAGDALENA DEL MAR PROVINCIA LIMA DEPARTAMENTO LIMA,-77.06552914,-12.08961173,1300;
15048,15495,I-2,SANIDAD DEL CUARTEL GENERAL DE LA FUERZA AEREA DEL PERU-FAP,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. DE LA PERUANIDAD S/N NÚMERO S/N DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0408456,-12.0660014,1293;
15064,15511,I-3,INNOMEDIC,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA CANADA 1335-1339 - URBANIZACION SANTA CATALINA DISTRITO LA VICTORIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.01004899,-12.08472162,1295;
15268,15718,II-E,CLINICA SAN MARCOS,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JR HUARAZ 1425 DISTRITO BREÑA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0480458,-12.0637223,1285;
15531,15986,SD,CIMEDIC,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV. PETIT THOUARS Nº 3969 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0305977,-12.1017775,1311;
15756,16291,II-1,HOSPITAL MEGASALUD UNIVERSAL,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA EMANCIPACION 785-791-799 DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.04019498,-12.04473587,1281;
15951,16487,SD,OPTICA BELLAVISTA EIRL.,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AV.  JOSE PARDO ZELA Nº 275 LINCE. DISTRITO LINCE PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0356452,-12.0848154,1296;
15952,16488,SD,CENTRO NACIONAL DE SALUD RENAL - ESSALUD,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE CALLE CORONEL FELIX ZEGARRA Nº 223-225 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0383473,-12.076973,1293;
15993,16529,SD,CEROMA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE CALLE ELÍAS AGUIRRE Nº 126 - OFICINA 303 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.03468404,-12.11884701,1302;
16213,16750,I-2,BOSTON MEDICAL GROUP,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,OTROS AV. ALFREDO BENAVIDES N° 1579 INTERIOR 302 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.01647,-12.1263081,1302;
16265,16802,I-3,ISSO MEDIC,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA ROCA Y BOLOGNA Nº 681 - URBANIZACION LA AURORA DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0148421,-12.12037186,1302;
